Substance,Type,Valore,Context
2-Ethylthiazole,NOAEL '=,25.0 mg/kg bw/day,2013 Not reported Rat subchronic not reported not reported;
2-Ethylthiazole,NOAEL '=,25.0 mg/kg bw/day,2015 Not reported Rat subchronic not reported not reported;
2-Furanmethanethiol,NOAEL '=,3.0 mg/kg bw/day,2005 oral: gavage Rat subchronic organ weights systemic;
2-Furanmethanethiol,NOAEL '=,3.0 mg/kg bw/day,2010 oral: gavage Rat subchronic organ weights systemic;
2-Furanmethanethiol,NOAEL '=,3.0 mg/kg bw/day,2016 oral: gavage Rat subchronic body weight systemic;
2-Hexylpyridine,NOAEL '=,37.0 mg/kg bw/day,2006 oral: gavage Rat subchronic gross pathology systemic;
2-Hexylpyridine,NOAEL '=,37.0 mg/kg bw/day,2008 oral: gavage Rat subchronic gross pathology systemic;
2-Hexylpyridine,NOAEL '=,37.0 mg/kg bw/day,2013 oral: gavage Rat subchronic haematology hemopoietic;
2-Hexylthiophene,NOAEL '=,5.5 mg/kg bw/day,2015 oral: feed Rat subchronic haematology systemic;
2-Hydroxy-N-[2-(4-hydroxyphenyl)ethyl]-propionamide,NOAEL '=,8.4 mg/kg bw/day,2010 oral: unspecified Rat subchronic not reported not reported;
2-Hydroxypyridine,NOAEL '=,37.0 mg/kg bw/day,2006 oral: gavage Rat subchronic gross pathology systemic;
2-Hydroxypyridine,NOAEL '=,37.0 mg/kg bw/day,2008 oral: gavage Rat subchronic gross pathology systemic;
2-Hydroxypyridine,NOAEL '=,37.0 mg/kg bw/day,2013 oral: gavage Rat subchronic haematology hemopoietic;
2-Isobutyl-4-methylthiazole,NOAEL '=,25.0 mg/kg bw/day,2008 Not reported Rat subchronic no adverse effect observed at single/highest dose;
2-Isobutyl-4-methylthiazole,NOAEL '=,25.0 mg/kg bw/day,2009 Not reported Rat subchronic no adverse effect observed at single/highest dose;
2-Isobutyl-4-methylthiazole,NOAEL '=,25.0 mg/kg bw/day,2011 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Isobutyl-4-methylthiazole,NOAEL '=,25.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Isobutyl-4-methylthiazole,NOAEL '=,25.0 mg/kg bw/day,2013 Not reported Rat subchronic not reported not reported;
2-Isobutyl-4-methylthiazole,NOAEL '=,25.0 mg/kg bw/day,2015 Not reported Rat subchronic not reported not reported;
2-Isobutylpyridine,NOAEL '=,37.0 mg/kg bw/day,2009 oral: feed Rat subchronic not reported not reported;
2-Isobutylpyridine,NOAEL '=,37.0 mg/kg bw/day,2011 oral: gavage Rat subchronic gross pathology systemic;
2-Isobutylpyridine,NOAEL '=,37.0 mg/kg bw/day,2014 oral: feed Rat subchronic not reported not reported;
2-Isobutylpyridine,NOAEL '=,37.0 mg/kg bw/day,2015 oral: feed Rat subchronic not reported not reported;
2-Isobutylpyridine,NOAEL '=,37.0 mg/kg bw/day,2018 oral: feed Rat subchronic not reported not reported;
2-Isopropyl-3-methylthiopyrazine,NOAEL '=,1.63 mg/kg bw/day,2008 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Isopropyl-3-methylthiopyrazine,NOAEL '=,1.63 mg/kg bw/day,2011 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Isopropyl-3-methylthiopyrazine,NOAEL '=,1.63 mg/kg bw/day,2011 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Isopropylpyridine,NOAEL '=,37.0 mg/kg bw/day,2006 oral: gavage Rat subchronic gross pathology systemic;
2-Isopropylpyridine,NOAEL '=,37.0 mg/kg bw/day,2008 oral: gavage Rat subchronic gross pathology systemic;
2-Isopropylpyridine,NOAEL '=,37.0 mg/kg bw/day,2013 oral: gavage Rat subchronic haematology hemopoietic;
2-Mercapto-4-heptanol,NOAEL '=,0.06 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Mercapto-4-heptanol,NOAEL '=,0.06 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Mercaptoanisole,NOAEL '=,0.06 mg/kg bw/day,2011 oral: unspecified Rat subchronic not reported not reported;
2-Mercaptoanisole,NOAEL '=,0.06 mg/kg bw/day,2014 oral: unspecified Rat subchronic not reported not reported;
2-Methoxybenzaldehyde,NOAEL '=,10.0 mg/kg bw/day,2012 oral: gavage Rat subchronic histopathology non neoplastic hepatotoxicity;
2-Methyl-2-thiazoline,NOAEL '=,1.8 mg/kg bw/day,2013 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methyl-2-thiazoline,NOAEL '=,1.8 mg/kg bw/day,2015 Not reported Rat subchronic not reported not reported;
2-Methyl-3-mercaptothiophene,NOAEL '=,0.29 mg/kg bw/day,2008 Not reported Rat subchronic no adverse effect observed at single/highest dose;
2-Methyl-3-mercaptothiophene,NOAEL '=,0.29 mg/kg bw/day,2009 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methyl-3-mercaptothiophene,NOAEL '=,0.29 mg/kg bw/day,2011 Not reported Rat subchronic no adverse effect observed at single/highest dose;
2-Methyl-3-mercaptothiophene,NOAEL '=,0.29 mg/kg bw/day,2012 Not reported Rat subchronic no adverse effect observed at single/highest dose;
2-Methyl-3-mercaptothiophene,NOAEL '=,0.29 mg/kg bw/day,2013 Not reported Rat subchronic not reported not reported;
2-Methyl-3-mercaptothiophene,NOAEL '=,0.29 mg/kg bw/day,2015 Not reported Unspecified not reported not reported not reported;
2-Methyl-3-methylthiopyrazine,NOAEL '=,1.63 mg/kg bw/day,2011 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methyl-5-methoxythiazole,NOAEL '=,8.6 mg/kg bw/day,2011 Not reported Unspecified subchronic not reported not reported;
2-Methylbutyl acetate,NOAEL >,1000.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity no adverse effect observed at single/highest dose;
2-Methylbutyl acetate,NOAEL '=,50.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity body weight systemic;
2-Methylbutyl acetate,NOAEL '=,340.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic haematology hemopoietic;
2-Methylbutyl acetate,NOAEL >,1450.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyl acetate,NOAEL >,300.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyl acetate,NOAEL >,2500.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyl acetate,NOAEL '=,125.0 mg/kg bw/day,2012 oral: gavage Rat subchronic gross pathology systemic;
2-Methylbutyl acetate,NOAEL >,219.0 mg/kg bw/day,2012 oral: unspecified Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyl butyrate,NOAEL >,1000.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity no adverse effect observed at single/highest dose;
2-Methylbutyl butyrate,NOAEL '=,50.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity body weight systemic;
2-Methylbutyl butyrate,NOAEL '=,340.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic haematology hemopoietic;
2-Methylbutyl butyrate,NOAEL >,1450.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyl butyrate,NOAEL >,300.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyl butyrate,NOAEL >,2500.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyl butyrate,NOAEL '=,125.0 mg/kg bw/day,2012 oral: gavage Rat subchronic gross pathology systemic;
2-Methylbutyl butyrate,NOAEL >,219.0 mg/kg bw/day,2012 oral: unspecified Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyl isovalerate,NOAEL >,1000.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity no adverse effect observed at single/highest dose;
2-Methylbutyl isovalerate,NOAEL '=,50.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity body weight systemic;
2-Methylbutyl isovalerate,NOAEL '=,340.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic haematology hemopoietic;
2-Methylbutyl isovalerate,NOAEL >,1450.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyl isovalerate,NOAEL >,300.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyl isovalerate,NOAEL >,2500.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyl isovalerate,NOAEL '=,125.0 mg/kg bw/day,2012 oral: gavage Rat subchronic gross pathology systemic;
2-Methylbutyl isovalerate,NOAEL >,219.0 mg/kg bw/day,2012 oral: unspecified Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyraldehyde,NOAEL >,1000.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity no adverse effect observed at single/highest dose;
2-Methylbutyraldehyde,NOAEL '=,50.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity body weight systemic;
2-Methylbutyraldehyde,NOAEL '=,340.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic haematology hemopoietic;
2-Methylbutyraldehyde,NOAEL >,1450.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyraldehyde,NOAEL >,300.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyraldehyde,NOAEL >,2500.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyraldehyde,NOAEL '=,125.0 mg/kg bw/day,2012 oral: gavage Rat subchronic gross pathology systemic;
2-Methylbutyraldehyde,NOAEL >,219.0 mg/kg bw/day,2012 oral: unspecified Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyric acid,NOAEL >,1000.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity no adverse effect observed at single/highest dose;
2-Methylbutyric acid,NOAEL '=,50.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity body weight systemic;
2-Methylbutyric acid,NOAEL '=,340.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic haematology hemopoietic;
2-Methylbutyric acid,NOAEL >,1450.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyric acid,NOAEL >,300.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyric acid,NOAEL >,2500.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylbutyric acid,NOAEL '=,125.0 mg/kg bw/day,2012 oral: gavage Rat subchronic gross pathology systemic;
2-Methylbutyric acid,NOAEL >,219.0 mg/kg bw/day,2012 oral: unspecified Rat subchronic no adverse effect observed at single/highest dose;
2-Methylfuran-3-thiol,NOAEL '=,5.0 mg/kg bw/day,2010 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylfuran-3-thiol,NOAEL '=,5.0 mg/kg bw/day,2016 Not reported Rat subchronic no adverse effect observed at single/highest dose;
2-Methylheptanoic acid,NOAEL >,1000.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity no adverse effect observed at single/highest dose;
2-Methylheptanoic acid,NOAEL '=,50.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity body weight systemic;
2-Methylheptanoic acid,NOAEL '=,340.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic haematology hemopoietic;
2-Methylheptanoic acid,NOAEL >,1450.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic no adverse effect observed at single/highest dose;
2-Methylheptanoic acid,NOAEL >,300.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylheptanoic acid,NOAEL >,2500.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylheptanoic acid,NOAEL '=,125.0 mg/kg bw/day,2012 oral: gavage Rat subchronic gross pathology systemic;
2-Methylheptanoic acid,NOAEL >,219.0 mg/kg bw/day,2012 oral: unspecified Rat subchronic no adverse effect observed at single/highest dose;
2-Methylindole,NOAEL '=,50.0 mg/kg bw,2006 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylindole,NOAEL '=,50.0 mg/kg bw/day,2008 oral: feed Rat chronic/long term toxicity no adverse effect observed at single/highest dose;
2-Methylindole,NOAEL '=,50.0 mg/kg bw/day,2013 oral: feed Rat chronic/long term toxicity no adverse effect observed at single/highest dose;
2-Methylpropanal,NOAEL >,1000.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity no adverse effect observed at single/highest dose;
2-Methylpropanal,NOAEL '=,50.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity body weight systemic;
2-Methylpropanal,NOAEL '=,340.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic haematology hemopoietic;
2-Methylpropanal,NOAEL >,1450.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic no adverse effect observed at single/highest dose;
2-Methylpropanal,NOAEL >,300.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylpropanal,NOAEL >,2500.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylpropanal,NOAEL '=,125.0 mg/kg bw/day,2012 oral: gavage Rat subchronic gross pathology systemic;
2-Methylpropanal,NOAEL >,219.0 mg/kg bw/day,2012 oral: unspecified Rat subchronic no adverse effect observed at single/highest dose;
2-Methylpropionic acid,NOAEL >,1000.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity no adverse effect observed at single/highest dose;
2-Methylpropionic acid,NOAEL '=,50.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity body weight systemic;
2-Methylpropionic acid,NOAEL '=,340.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic haematology hemopoietic;
2-Methylpropionic acid,NOAEL >,1450.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic no adverse effect observed at single/highest dose;
2-Methylpropionic acid,NOAEL >,300.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylpropionic acid,NOAEL >,2500.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylpropionic acid,NOAEL '=,125.0 mg/kg bw/day,2012 oral: gavage Rat subchronic gross pathology systemic;
2-Methylpropionic acid,NOAEL >,219.0 mg/kg bw/day,2012 oral: unspecified Rat subchronic no adverse effect observed at single/highest dose;
2-Methylpyridine,NOAEL '=,37.0 mg/kg bw/day,2006 oral: gavage Rat subchronic gross pathology systemic;
2-Methylpyridine,NOAEL '=,37.0 mg/kg bw/day,2008 oral: gavage Rat subchronic gross pathology systemic;
2-Methylpyridine,NOAEL '=,37.0 mg/kg bw/day,2013 oral: gavage Rat subchronic haematology hemopoietic;
2-Methyltetrahydrofuran-3-thiol,NOAEL '=,5.0 mg/kg bw/day,2015 oral: gavage Rat subchronic clinical signs systemic;
2-Methylthiazole,NOAEL '=,25.0 mg/kg bw/day,2008 Not reported Rat subchronic no adverse effect observed at single/highest dose;
2-Methylthiazole,NOAEL '=,25.0 mg/kg bw/day,2009 Not reported Rat subchronic no adverse effect observed at single/highest dose;
2-Methylthiazole,NOAEL '=,25.0 mg/kg bw/day,2011 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylthiazole,NOAEL '=,25.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylthiazole,NOAEL '=,25.0 mg/kg bw/day,2013 Not reported Rat subchronic not reported not reported;
2-Methylthiazole,NOAEL '=,25.0 mg/kg bw/day,2015 Not reported Rat subchronic not reported not reported;
2-Methylvaleric acid,NOAEL >,1000.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity no adverse effect observed at single/highest dose;
2-Methylvaleric acid,NOAEL '=,50.0 mg/kg bw/day,2012 oral: gavage Rat chronic/long term toxicity body weight systemic;
2-Methylvaleric acid,NOAEL '=,340.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic haematology hemopoietic;
2-Methylvaleric acid,NOAEL >,1450.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic no adverse effect observed at single/highest dose;
2-Methylvaleric acid,NOAEL >,300.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylvaleric acid,NOAEL >,2500.0 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
2-Methylvaleric acid,NOAEL '=,125.0 mg/kg bw/day,2012 oral: gavage Rat subchronic gross pathology systemic;
2-Methylvaleric acid,NOAEL >,219.0 mg/kg bw/day,2012 oral: unspecified Rat subchronic no adverse effect observed at single/highest dose;
2-Naphthyloxyacetic acid,LD50 >,2000.0 mg/kg bw/day,2011 oral: unspecified Japanese quail acute toxicity mortality systemic;
2-Naphthyloxyacetic acid,LD50 '=,1417.0 mg/kg bw/day,2011 oral: unspecified Rat acute toxicity mortality systemic;
2-Naphthyloxyacetic acid,NOAEL '=,60.0 mg/kg bw/day,2011 Not reported Rabbit reproduction toxicity body weight reproductive;
2-Naphthyloxyacetic acid,NOAEL '=,30.0 mg/kg bw/day,2011 Not reported Rat reproduction toxicity mortality systemic;
2-Naphthyloxyacetic acid,NOAEL '=,60.0 mg/kg bw/day,2011 Not reported Rat reproduction toxicity development reproductive;
2-Naphthyloxyacetic acid,NOAEL '=,10.0 mg/kg bw/day,2011 oral: unspecified Rat subchronic organ weights systemic;
2-Octylthiophene,NOAEL '=,5.5 mg/kg bw/day,2015 oral: feed Rat subchronic haematology systemic;
2-Pentylpyridine,NOAEL '=,37.0 mg/kg bw/day,2009 oral: feed Rat subchronic not reported not reported;
2-Pentylpyridine,NOAEL '=,37.0 mg/kg bw/day,2014 oral: feed Rat subchronic not reported not reported;
2-Pentylpyridine,NOAEL '=,37.0 mg/kg bw/day,2015 oral: feed Rat subchronic not reported not reported;
2-Pentylpyridine,NOAEL '=,37.0 mg/kg bw/day,2018 oral: feed Rat subchronic not reported not reported;
2-Pentylthiophene,NOAEL '=,5.5 mg/kg bw/day,2015 oral: feed Rat subchronic haematology systemic;
2-Phenylphenol,LD50 >,2250.0 mg/kg bw/day,2009 oral: unspecified Mallard duck acute toxicity mortality systemic;
2-Phenylphenol,LD50 '=,2733.0 mg/kg bw/day,2009 oral: unspecified Rat acute toxicity mortality systemic;
2-Phenylphenol,NOAEL '=,39.0 mg/kg bw/day,2009 oral: unspecified Rat chronic/long term toxicity histopathology neoplastic systemic;
2-Phenylphenol,NOAEL '=,100.0 mg/kg bw/day,2009 Not reported Rabbit reproduction toxicity body weight systemic;
2-Phenylphenol,NOAEL '=,500.0 mg/kg bw/day,2009 Not reported Rat reproduction toxicity not reported reproductive;
2-Phenylpropanal,NOAEL '=,50.0 mg/kg bw/day,2017 oral: gavage Rat chronic/long term toxicity organ weights systemic;
2-Propionylpyrrole,NOAEL '=,48.0 µg/kg bw/day,2014 oral: unspecified Rat subchronic histopathology neoplastic endocrine;
2-Propionylpyrrole,NOAEL '=,48.0 mg/kg bw/day,2015 oral: gavage Rat subchronic haematology hemopoietic;
2-Propionylpyrrole,NOAEL '=,48.0 µg/kg bw/day,2018 oral: unspecified Rat subchronic histopathology neoplastic endocrine;
2-Propionylthiazole,NOAEL '=,50.0 mg/kg bw/day,2011 oral: feed Rat subchronic not reported not reported;
2-Propionylthiophene,NOAEL '=,7.5 mg/kg bw/day,2015 oral: gavage Rat subchronic clinical chemistry systemic;
2-Propoxy-3-propylquinazolin-4(3H)-one,LD50 '=,2052.0 mg/kg bw/day,2009 oral: unspecified Rat acute toxicity mortality systemic;
2-Propylpyridine,NOAEL '=,37.0 mg/kg bw/day,2009 oral: feed Rat subchronic not reported not reported;
2-Propylpyridine,NOAEL '=,37.0 mg/kg bw/day,2011 oral: gavage Rat subchronic gross pathology systemic;
